ID,Rank1,Rank2,Rank3,Rank4,Rank5,Decision
XOM,0.2334,0.1834,0.1522,0.1876,0.2434,0.00195
IVV,0.112,0.2582,0.264,0.256,0.1098,0.00305
IWM,0.1998,0.2066,0.1892,0.1992,0.2052,0.0
EWU,0.2166,0.1994,0.1666,0.2054,0.212,0.0
EWG,0.1148,0.2628,0.2508,0.2624,0.1092,0.01364
EWL,0.1088,0.2698,0.264,0.2498,0.1076,0.0003
EWQ,0.151,0.2376,0.2272,0.2422,0.142,0.00134
IEUS,0.026,0.2794,0.4034,0.265,0.0262,0.03574
EWJ,0.102,0.266,0.27,0.262,0.1,0.00995
EWT,0.1568,0.2338,0.2196,0.245,0.1448,0.01512
MCHI,0.2608,0.1718,0.1432,0.172,0.2522,0.01031
INDA,0.1596,0.2374,0.2168,0.2284,0.1578,0.0065
EWY,0.219,0.2028,0.1664,0.1968,0.215,0.0
EWA,0.1338,0.2436,0.2454,0.2492,0.128,0.0
EWH,0.1196,0.2508,0.2554,0.2536,0.1206,0.01638
EWZ,0.28,0.1616,0.1266,0.1624,0.2694,0.0
EWC,0.1322,0.2386,0.2472,0.2558,0.1262,0.0075
IEMG,0.1494,0.2464,0.2272,0.2344,0.1426,0.00663
LQD,0.007,0.2328,0.501,0.252,0.0072,0.0508
HYG,0.0002,0.1878,0.597,0.2144,0.0006,0.05397
SHY,0.0,0.0072,0.9834,0.0094,0.0,0.07645
IEF,0.002,0.2146,0.5578,0.2224,0.0032,0.0583
TLT,0.105,0.2628,0.2556,0.2574,0.1192,0.03667
SEGA.L,0.2126,0.1896,0.1748,0.2002,0.2228,0.03847
IEAA.L,0.2122,0.2,0.1716,0.196,0.2202,0.00259
HIGH.L,0.2136,0.2022,0.1764,0.1962,0.2116,0.0
JPEA.L,0.2204,0.1932,0.1686,0.1946,0.2232,0.0
IAU,0.0634,0.2654,0.3322,0.2782,0.0608,0.05887
SLV,0.1872,0.2184,0.1898,0.206,0.1986,0.00899
GSG,0.1694,0.2264,0.2102,0.225,0.169,0.02902
REET,0.1132,0.2558,0.2534,0.2644,0.1132,0.00774
ICLN,0.2512,0.1826,0.1424,0.1698,0.254,0.00749
IXN,0.2028,0.2082,0.1732,0.2158,0.2,0.0013
IGF,0.0982,0.25,0.2988,0.2618,0.0912,0.00167
IUVL.L,0.221,0.1914,0.1806,0.194,0.213,0.00939
IUMO.L,0.2178,0.2062,0.1602,0.1948,0.221,0.01723
SPMV.L,0.225,0.1994,0.161,0.1974,0.2172,0.0
IEVL.L,0.2124,0.198,0.1778,0.2038,0.208,0.00858
IEFM.L,0.2138,0.2016,0.1544,0.2076,0.2226,0.03932
MVEU.L,0.2236,0.1972,0.1624,0.1958,0.221,0.00624
XLK,0.2144,0.2016,0.1658,0.2014,0.2168,0.00255
XLF,0.1732,0.2236,0.207,0.2228,0.1734,0.00469
XLV,0.1088,0.2688,0.2542,0.25,0.1182,0.00722
XLE,0.2506,0.1736,0.132,0.1926,0.2512,0.0
XLY,0.217,0.2024,0.1714,0.1942,0.215,0.0
XLI,0.1374,0.243,0.229,0.2558,0.1348,0.0
XLC,0.1686,0.2292,0.2008,0.233,0.1684,0.00556
XLU,0.1128,0.2612,0.2526,0.2576,0.1158,0.00592
XLP,0.0736,0.2756,0.309,0.2656,0.0762,0.01206
XLB,0.1478,0.2416,0.2294,0.2344,0.1468,0.0
VXX,0.4136,0.0618,0.0462,0.0642,0.4142,0.04262
